,Date,Confirmed,Deaths,Mortality Rate
France,02-15-2020,12.0,1.0,8.333333333333332
Macau,02-15-2020,10.0,0.0,0.0
UK,02-15-2020,9.0,0.0,0.0
United Arab Emirates,02-15-2020,8.0,0.0,0.0
Canada,02-15-2020,7.0,0.0,0.0
Italy,02-15-2020,3.0,0.0,0.0
India,02-15-2020,3.0,0.0,0.0
Sri Lanka,02-15-2020,1.0,0.0,0.0
Philippines,02-15-2020,3.0,1.0,33.33333333333333
Spain,02-15-2020,2.0,0.0,0.0
Finland,02-15-2020,1.0,0.0,0.0
Cambodia,02-15-2020,1.0,0.0,0.0
Belgium,02-15-2020,1.0,0.0,0.0
Nepal,02-15-2020,1.0,0.0,0.0
Egypt,02-15-2020,1.0,0.0,0.0
US,02-16-2020,15.0,0.0,0.0
Nepal,02-16-2020,1.0,0.0,0.0
Belgium,02-16-2020,1.0,0.0,0.0
Cambodia,02-16-2020,1.0,0.0,0.0
Finland,02-16-2020,1.0,0.0,0.0
Egypt,02-16-2020,1.0,0.0,0.0
Sweden,02-16-2020,1.0,0.0,0.0
Sri Lanka,02-16-2020,1.0,0.0,0.0
Philippines,02-16-2020,3.0,1.0,33.33333333333333
Spain,02-16-2020,2.0,0.0,0.0
India,02-16-2020,3.0,0.0,0.0
Italy,02-16-2020,3.0,0.0,0.0
Canada,02-16-2020,7.0,0.0,0.0
UK,02-16-2020,9.0,0.0,0.0
United Arab Emirates,02-16-2020,9.0,0.0,0.0
France,02-16-2020,12.0,1.0,8.333333333333332
Australia,02-16-2020,15.0,0.0,0.0
Russia,02-16-2020,2.0,0.0,0.0
Germany,02-16-2020,16.0,0.0,0.0
Macau,02-16-2020,10.0,0.0,0.0
Taiwan,02-16-2020,20.0,1.0,5.0
Vietnam,02-16-2020,16.0,0.0,0.0
South Korea,02-16-2020,29.0,0.0,0.0
Thailand,02-16-2020,34.0,0.0,0.0
Hong Kong,02-16-2020,57.0,1.0,1.7543859649122806
Japan,02-16-2020,59.0,1.0,1.694915254237288
Singapore,02-16-2020,75.0,0.0,0.0
Others,02-16-2020,355.0,0.0,0.0
China,02-16-2020,70446.0,1765.0,2.5054651790023565
Malaysia,02-16-2020,22.0,0.0,0.0
Others,02-17-2020,454.0,0.0,0.0
Singapore,02-17-2020,77.0,0.0,0.0
Japan,02-17-2020,66.0,1.0,1.5151515151515151
Vietnam,02-17-2020,16.0,0.0,0.0
South Korea,02-17-2020,30.0,0.0,0.0
Taiwan,02-17-2020,22.0,1.0,4.545454545454546
Malaysia,02-17-2020,22.0,0.0,0.0
Germany,02-17-2020,16.0,0.0,0.0
US,02-17-2020,15.0,0.0,0.0
United Arab Emirates,02-17-2020,9.0,0.0,0.0
Macau,02-17-2020,10.0,0.0,0.0
France,02-17-2020,12.0,1.0,8.333333333333332
Australia,02-17-2020,15.0,0.0,0.0
Thailand,02-17-2020,35.0,0.0,0.0
Hong Kong,02-17-2020,60.0,1.0,1.6666666666666667
China,02-17-2020,72364.0,1863.0,2.5744845503288927
Nepal,02-17-2020,1.0,0.0,0.0
Italy,02-17-2020,3.0,0.0,0.0
Canada,02-17-2020,8.0,0.0,0.0
Spain,02-17-2020,2.0,0.0,0.0
Russia,02-17-2020,2.0,0.0,0.0
Philippines,02-17-2020,3.0,1.0,33.33333333333333
Sri Lanka,02-17-2020,1.0,0.0,0.0
UK,02-17-2020,9.0,0.0,0.0
Sweden,02-17-2020,1.0,0.0,0.0
Egypt,02-17-2020,1.0,0.0,0.0
Finland,02-17-2020,1.0,0.0,0.0
Cambodia,02-17-2020,1.0,0.0,0.0
Belgium,02-17-2020,1.0,0.0,0.0
India,02-17-2020,3.0,0.0,0.0
Philippines,02-18-2020,3.0,1.0,33.33333333333333
Spain,02-18-2020,2.0,0.0,0.0
India,02-18-2020,3.0,0.0,0.0
Sweden,02-18-2020,1.0,0.0,0.0
Sri Lanka,02-18-2020,1.0,0.0,0.0
Italy,02-18-2020,3.0,0.0,0.0
Egypt,02-18-2020,1.0,0.0,0.0
Finland,02-18-2020,1.0,0.0,0.0
Cambodia,02-18-2020,1.0,0.0,0.0
Russia,02-18-2020,2.0,0.0,0.0
Canada,02-18-2020,8.0,0.0,0.0
China,02-18-2020,74139.0,2002.0,2.7003331579870244
United Arab Emirates,02-18-2020,9.0,0.0,0.0
Belgium,02-18-2020,1.0,0.0,0.0
Others,02-18-2020,542.0,0.0,0.0
Singapore,02-18-2020,81.0,0.0,0.0
Japan,02-18-2020,74.0,1.0,1.3513513513513513
Hong Kong,02-18-2020,62.0,1.0,1.6129032258064515
Thailand,02-18-2020,35.0,0.0,0.0
UK,02-18-2020,9.0,0.0,0.0
South Korea,02-18-2020,31.0,0.0,0.0
Malaysia,02-18-2020,22.0,0.0,0.0
Vietnam,02-18-2020,16.0,0.0,0.0
Germany,02-18-2020,16.0,0.0,0.0
US,02-18-2020,15.0,0.0,0.0
France,02-18-2020,12.0,1.0,8.333333333333332
Macau,02-18-2020,10.0,0.0,0.0
Taiwan,02-18-2020,22.0,1.0,4.545454545454546
Nepal,02-18-2020,1.0,0.0,0.0
Australia,02-18-2020,15.0,0.0,0.0
Spain,02-19-2020,2.0,0.0,0.0
Finland,02-19-2020,1.0,0.0,0.0
Belgium,02-19-2020,1.0,0.0,0.0
Nepal,02-19-2020,1.0,0.0,0.0
Cambodia,02-19-2020,1.0,0.0,0.0
Egypt,02-19-2020,1.0,0.0,0.0
Sweden,02-19-2020,1.0,0.0,0.0
Sri Lanka,02-19-2020,1.0,0.0,0.0
Russia,02-19-2020,2.0,0.0,0.0
China,02-19-2020,74546.0,2114.0,2.8358329085396936
Others,02-19-2020,621.0,0.0,0.0
Japan,02-19-2020,84.0,1.0,1.1904761904761905
Singapore,02-19-2020,84.0,0.0,0.0
Hong Kong,02-19-2020,63.0,2.0,3.1746031746031744
Thailand,02-19-2020,35.0,0.0,0.0
Iran,02-19-2020,2.0,2.0,100.0
Taiwan,02-19-2020,23.0,1.0,4.3478260869565215
South Korea,02-19-2020,31.0,0.0,0.0
Italy,02-19-2020,3.0,0.0,0.0
Philippines,02-19-2020,3.0,1.0,33.33333333333333
Canada,02-19-2020,8.0,0.0,0.0
UK,02-19-2020,9.0,0.0,0.0
United Arab Emirates,02-19-2020,9.0,0.0,0.0
India,02-19-2020,3.0,0.0,0.0
France,02-19-2020,12.0,1.0,8.333333333333332
US,02-19-2020,15.0,0.0,0.0
Australia,02-19-2020,15.0,0.0,0.0
Germany,02-19-2020,16.0,0.0,0.0
Vietnam,02-19-2020,16.0,0.0,0.0
Malaysia,02-19-2020,22.0,0.0,0.0
Macau,02-19-2020,10.0,0.0,0.0
Philippines,02-20-2020,3.0,1.0,33.33333333333333
Sweden,02-20-2020,1.0,0.0,0.0
Sri Lanka,02-20-2020,1.0,0.0,0.0
Egypt,02-20-2020,1.0,0.0,0.0
Spain,02-20-2020,2.0,0.0,0.0
Russia,02-20-2020,2.0,0.0,0.0
India,02-20-2020,3.0,0.0,0.0
Italy,02-20-2020,3.0,0.0,0.0
Australia,02-20-2020,15.0,0.0,0.0
Canada,02-20-2020,8.0,0.0,0.0
UK,02-20-2020,9.0,0.0,0.0
United Arab Emirates,02-20-2020,9.0,0.0,0.0
Vietnam,02-20-2020,16.0,0.0,0.0
Germany,02-20-2020,16.0,0.0,0.0
Cambodia,02-20-2020,1.0,0.0,0.0
US,02-20-2020,15.0,0.0,0.0
France,02-20-2020,12.0,1.0,8.333333333333332
Macau,02-20-2020,10.0,0.0,0.0
Iran,02-20-2020,5.0,2.0,40.0
Nepal,02-20-2020,1.0,0.0,0.0
Japan,02-20-2020,94.0,1.0,1.0638297872340425
Finland,02-20-2020,1.0,0.0,0.0
Malaysia,02-20-2020,22.0,0.0,0.0
Taiwan,02-20-2020,24.0,1.0,4.166666666666666
Thailand,02-20-2020,35.0,0.0,0.0
Hong Kong,02-20-2020,68.0,2.0,2.941176470588235
Singapore,02-20-2020,84.0,0.0,0.0
South Korea,02-20-2020,104.0,1.0,0.9615384615384616
Others,02-20-2020,634.0,2.0,0.31545741324921134
China,02-20-2020,74999.0,2236.0,2.981373084974466
Belgium,02-20-2020,1.0,0.0,0.0
Spain,02-21-2020,2.0,0.0,0.0
Russia,02-21-2020,2.0,0.0,0.0
Egypt,02-21-2020,1.0,0.0,0.0
Cambodia,02-21-2020,1.0,0.0,0.0
Belgium,02-21-2020,1.0,0.0,0.0
Nepal,02-21-2020,1.0,0.0,0.0
India,02-21-2020,3.0,0.0,0.0
Finland,02-21-2020,1.0,0.0,0.0
Lebanon,02-21-2020,1.0,0.0,0.0
Israel,02-21-2020,1.0,0.0,0.0
Sweden,02-21-2020,1.0,0.0,0.0
Sri Lanka,02-21-2020,1.0,0.0,0.0
Philippines,02-21-2020,3.0,1.0,33.33333333333333
Macau,02-21-2020,10.0,0.0,0.0
Canada,02-21-2020,9.0,0.0,0.0
UK,02-21-2020,9.0,0.0,0.0
United Arab Emirates,02-21-2020,9.0,0.0,0.0
France,02-21-2020,12.0,1.0,8.333333333333332
Germany,02-21-2020,16.0,0.0,0.0
Vietnam,02-21-2020,16.0,0.0,0.0
Iran,02-21-2020,18.0,4.0,22.22222222222222
Italy,02-21-2020,20.0,1.0,5.0
Malaysia,02-21-2020,22.0,0.0,0.0
Taiwan,02-21-2020,26.0,1.0,3.8461538461538463
Australia,02-21-2020,19.0,0.0,0.0
US,02-21-2020,35.0,0.0,0.0
Thailand,02-21-2020,35.0,0.0,0.0
Others,02-21-2020,634.0,2.0,0.31545741324921134
South Korea,02-21-2020,204.0,2.0,0.9803921568627451
China,02-21-2020,75472.0,2236.0,2.9626881492474033
Singapore,02-21-2020,85.0,0.0,0.0
Hong Kong,02-21-2020,68.0,2.0,2.941176470588235
Japan,02-21-2020,105.0,1.0,0.9523809523809524
Philippines,02-22-2020,3.0,1.0,33.33333333333333
France,02-22-2020,12.0,1.0,8.333333333333332
United Arab Emirates,02-22-2020,13.0,0.0,0.0
Germany,02-22-2020,16.0,0.0,0.0
Macau,02-22-2020,10.0,0.0,0.0
UK,02-22-2020,9.0,0.0,0.0
Canada,02-22-2020,9.0,0.0,0.0
India,02-22-2020,3.0,0.0,0.0
Russia,02-22-2020,2.0,0.0,0.0
Iran,02-22-2020,28.0,5.0,17.857142857142858
Egypt,02-22-2020,1.0,0.0,0.0
Cambodia,02-22-2020,1.0,0.0,0.0
Israel,02-22-2020,1.0,0.0,0.0
Sweden,02-22-2020,1.0,0.0,0.0
Sri Lanka,02-22-2020,1.0,0.0,0.0
Vietnam,02-22-2020,16.0,0.0,0.0
Lebanon,02-22-2020,1.0,0.0,0.0
Nepal,02-22-2020,1.0,0.0,0.0
Spain,02-22-2020,2.0,0.0,0.0
Australia,02-22-2020,22.0,0.0,0.0
Finland,02-22-2020,1.0,0.0,0.0
Hong Kong,02-22-2020,69.0,2.0,2.898550724637681
Taiwan,02-22-2020,26.0,1.0,3.8461538461538463
Malaysia,02-22-2020,22.0,0.0,0.0
China,02-22-2020,76922.0,2441.0,3.1733444268219757
US,02-22-2020,35.0,0.0,0.0
Italy,02-22-2020,62.0,2.0,3.225806451612903
Others,02-22-2020,634.0,2.0,0.31545741324921134
South Korea,02-22-2020,433.0,2.0,0.4618937644341801
Japan,02-22-2020,122.0,1.0,0.819672131147541
Belgium,02-22-2020,1.0,0.0,0.0
Thailand,02-22-2020,35.0,0.0,0.0
Singapore,02-22-2020,85.0,0.0,0.0
Spain,02-23-2020,2.0,0.0,0.0
France,02-23-2020,12.0,1.0,8.333333333333332
Macau,02-23-2020,10.0,0.0,0.0
UK,02-23-2020,9.0,0.0,0.0
Canada,02-23-2020,9.0,0.0,0.0
Philippines,02-23-2020,3.0,1.0,33.33333333333333
India,02-23-2020,3.0,0.0,0.0
United Arab Emirates,02-23-2020,13.0,0.0,0.0
Germany,02-23-2020,16.0,0.0,0.0
Cambodia,02-23-2020,1.0,0.0,0.0
Egypt,02-23-2020,1.0,0.0,0.0
Lebanon,02-23-2020,1.0,0.0,0.0
Vietnam,02-23-2020,16.0,0.0,0.0
Belgium,02-23-2020,1.0,0.0,0.0
Sweden,02-23-2020,1.0,0.0,0.0
Sri Lanka,02-23-2020,1.0,0.0,0.0
Finland,02-23-2020,1.0,0.0,0.0
Nepal,02-23-2020,1.0,0.0,0.0
Israel,02-23-2020,1.0,0.0,0.0
Iraq,02-23-2020,0.0,0.0,
Russia,02-23-2020,2.0,0.0,0.0
Australia,02-23-2020,22.0,0.0,0.0
China,02-23-2020,76938.0,2443.0,3.1752839949049885
Taiwan,02-23-2020,28.0,1.0,3.571428571428571
Malaysia,02-23-2020,22.0,0.0,0.0
Others,02-23-2020,691.0,3.0,0.43415340086830684
Italy,02-23-2020,155.0,3.0,1.935483870967742
Japan,02-23-2020,147.0,1.0,0.6802721088435374
South Korea,02-23-2020,602.0,6.0,0.9966777408637874
Hong Kong,02-23-2020,74.0,2.0,2.7027027027027026
Iran,02-23-2020,43.0,8.0,18.6046511627907
US,02-23-2020,35.0,0.0,0.0
Thailand,02-23-2020,35.0,0.0,0.0
Singapore,02-23-2020,89.0,0.0,0.0
Bahrain,02-24-2020,1.0,0.0,0.0
Oman,02-24-2020,2.0,0.0,0.0
Russia,02-24-2020,2.0,0.0,0.0
Spain,02-24-2020,2.0,0.0,0.0
Lebanon,02-24-2020,1.0,0.0,0.0
Sweden,02-24-2020,1.0,0.0,0.0
Belgium,02-24-2020,1.0,0.0,0.0
Kuwait,02-24-2020,1.0,0.0,0.0
Egypt,02-24-2020,1.0,0.0,0.0
Finland,02-24-2020,1.0,0.0,0.0
Sri Lanka,02-24-2020,1.0,0.0,0.0
India,02-24-2020,3.0,0.0,0.0
Iraq,02-24-2020,1.0,0.0,0.0
Nepal,02-24-2020,1.0,0.0,0.0
Israel,02-24-2020,1.0,0.0,0.0
Afghanistan,02-24-2020,1.0,0.0,0.0
Cambodia,02-24-2020,1.0,0.0,0.0
Philippines,02-24-2020,3.0,1.0,33.33333333333333
Germany,02-24-2020,16.0,0.0,0.0
Macau,02-24-2020,10.0,0.0,0.0
China,02-24-2020,77152.0,2593.0,3.360897967648279
South Korea,02-24-2020,833.0,8.0,0.9603841536614646
Others,02-24-2020,691.0,3.0,0.43415340086830684
Italy,02-24-2020,229.0,7.0,3.056768558951965
Japan,02-24-2020,159.0,1.0,0.628930817610063
Singapore,02-24-2020,89.0,0.0,0.0
Hong Kong,02-24-2020,79.0,2.0,2.5316455696202533
Canada,02-24-2020,10.0,0.0,0.0
Iran,02-24-2020,61.0,12.0,19.672131147540984
Thailand,02-24-2020,35.0,0.0,0.0
Taiwan,02-24-2020,30.0,1.0,3.3333333333333335
Malaysia,02-24-2020,22.0,0.0,0.0
Australia,02-24-2020,22.0,0.0,0.0
Vietnam,02-24-2020,16.0,0.0,0.0
UK,02-24-2020,13.0,0.0,0.0
France,02-24-2020,12.0,1.0,8.333333333333332
US,02-24-2020,53.0,0.0,0.0
United Arab Emirates,02-24-2020,13.0,0.0,0.0
Germany,02-25-2020,17.0,0.0,0.0
South Korea,02-25-2020,977.0,10.0,1.023541453428864
Lebanon,02-25-2020,1.0,0.0,0.0
Belgium,02-25-2020,1.0,0.0,0.0
Cambodia,02-25-2020,1.0,0.0,0.0
Croatia,02-25-2020,1.0,0.0,0.0
Egypt,02-25-2020,1.0,0.0,0.0
Finland,02-25-2020,1.0,0.0,0.0
Iraq,02-25-2020,1.0,0.0,0.0
Israel,02-25-2020,1.0,0.0,0.0
Algeria,02-25-2020,1.0,0.0,0.0
Nepal,02-25-2020,1.0,0.0,0.0
Afghanistan,02-25-2020,1.0,0.0,0.0
Sri Lanka,02-25-2020,1.0,0.0,0.0
Sweden,02-25-2020,1.0,0.0,0.0
Switzerland,02-25-2020,1.0,0.0,0.0
United Arab Emirates,02-25-2020,13.0,0.0,0.0
UK,02-25-2020,13.0,0.0,0.0
Kuwait,02-25-2020,11.0,0.0,0.0
Canada,02-25-2020,11.0,0.0,0.0
Macau,02-25-2020,10.0,0.0,0.0
Spain,02-25-2020,6.0,0.0,0.0
India,02-25-2020,3.0,0.0,0.0
Philippines,02-25-2020,3.0,1.0,33.33333333333333
Austria,02-25-2020,2.0,0.0,0.0
China,02-25-2020,77660.0,2663.0,3.429049703837239
Oman,02-25-2020,2.0,0.0,0.0
Russia,02-25-2020,2.0,0.0,0.0
France,02-25-2020,14.0,1.0,7.142857142857142
Vietnam,02-25-2020,16.0,0.0,0.0
Malaysia,02-25-2020,22.0,0.0,0.0
Australia,02-25-2020,22.0,0.0,0.0
Taiwan,02-25-2020,31.0,1.0,3.225806451612903
Thailand,02-25-2020,37.0,0.0,0.0
US,02-25-2020,53.0,0.0,0.0
Bahrain,02-25-2020,23.0,0.0,0.0
Singapore,02-25-2020,91.0,0.0,0.0
Iran,02-25-2020,95.0,16.0,16.842105263157894
Japan,02-25-2020,170.0,1.0,0.5882352941176471
Italy,02-25-2020,322.0,10.0,3.1055900621118013
Others,02-25-2020,691.0,3.0,0.43415340086830684
Hong Kong,02-25-2020,84.0,2.0,2.380952380952381
US,02-26-2020,59.0,0.0,0.0
Romania,02-26-2020,1.0,0.0,0.0
Nepal,02-26-2020,1.0,0.0,0.0
Afghanistan,02-26-2020,1.0,0.0,0.0
Bahrain,02-26-2020,33.0,0.0,0.0
Thailand,02-26-2020,40.0,0.0,0.0
Hong Kong,02-26-2020,91.0,2.0,2.197802197802198
Kuwait,02-26-2020,26.0,0.0,0.0
Iran,02-26-2020,139.0,19.0,13.66906474820144
Japan,02-26-2020,189.0,2.0,1.0582010582010581
Italy,02-26-2020,453.0,12.0,2.6490066225165565
Others,02-26-2020,705.0,4.0,0.5673758865248227
South Korea,02-26-2020,1261.0,12.0,0.9516256938937351
Algeria,02-26-2020,1.0,0.0,0.0
Singapore,02-26-2020,93.0,0.0,0.0
Greece,02-26-2020,1.0,0.0,0.0
Georgia,02-26-2020,1.0,0.0,0.0
North Macedonia,02-26-2020,1.0,0.0,0.0
Malaysia,02-26-2020,22.0,0.0,0.0
Australia,02-26-2020,22.0,0.0,0.0
France,02-26-2020,18.0,2.0,11.11111111111111
Vietnam,02-26-2020,16.0,0.0,0.0
United Arab Emirates,02-26-2020,13.0,0.0,0.0
Spain,02-26-2020,13.0,0.0,0.0
UK,02-26-2020,13.0,0.0,0.0
Canada,02-26-2020,11.0,0.0,0.0
Macau,02-26-2020,10.0,0.0,0.0
Iraq,02-26-2020,5.0,0.0,0.0
Oman,02-26-2020,4.0,0.0,0.0
Croatia,02-26-2020,3.0,0.0,0.0
Philippines,02-26-2020,3.0,1.0,33.33333333333333
Germany,02-26-2020,27.0,0.0,0.0
India,02-26-2020,3.0,0.0,0.0
Russia,02-26-2020,2.0,0.0,0.0
Taiwan,02-26-2020,32.0,1.0,3.125
Lebanon,02-26-2020,2.0,0.0,0.0
Finland,02-26-2020,2.0,0.0,0.0
Austria,02-26-2020,2.0,0.0,0.0
Israel,02-26-2020,2.0,0.0,0.0
Norway,02-26-2020,1.0,0.0,0.0
Belgium,02-26-2020,1.0,0.0,0.0
Brazil,02-26-2020,1.0,0.0,0.0
Cambodia,02-26-2020,1.0,0.0,0.0
Egypt,02-26-2020,1.0,0.0,0.0
Switzerland,02-26-2020,1.0,0.0,0.0
Sri Lanka,02-26-2020,1.0,0.0,0.0
Sweden,02-26-2020,2.0,0.0,0.0
Pakistan,02-26-2020,2.0,0.0,0.0
China,02-26-2020,78065.0,2715.0,3.4778710049317874
Australia,02-27-2020,23.0,0.0,0.0
Hong Kong,02-27-2020,92.0,2.0,2.1739130434782608
Singapore,02-27-2020,93.0,0.0,0.0
Lebanon,02-27-2020,2.0,0.0,0.0
Finland,02-27-2020,2.0,0.0,0.0
Norway,02-27-2020,1.0,0.0,0.0
Belgium,02-27-2020,1.0,0.0,0.0
Brazil,02-27-2020,1.0,0.0,0.0
Cambodia,02-27-2020,1.0,0.0,0.0
Denmark,02-27-2020,1.0,0.0,0.0
US,02-27-2020,60.0,0.0,0.0
Egypt,02-27-2020,1.0,0.0,0.0
Sri Lanka,02-27-2020,1.0,0.0,0.0
North Macedonia,02-27-2020,1.0,0.0,0.0
Georgia,02-27-2020,1.0,0.0,0.0
Algeria,02-27-2020,1.0,0.0,0.0
Nepal,02-27-2020,1.0,0.0,0.0
San Marino,02-27-2020,1.0,0.0,0.0
Netherlands,02-27-2020,1.0,0.0,0.0
Romania,02-27-2020,1.0,0.0,0.0
Afghanistan,02-27-2020,1.0,0.0,0.0
Estonia,02-27-2020,1.0,0.0,0.0
Greece,02-27-2020,3.0,0.0,0.0
Germany,02-27-2020,46.0,0.0,0.0
Thailand,02-27-2020,40.0,0.0,0.0
Philippines,02-27-2020,3.0,1.0,33.33333333333333
Austria,02-27-2020,3.0,0.0,0.0
Croatia,02-27-2020,3.0,0.0,0.0
India,02-27-2020,3.0,0.0,0.0
Israel,02-27-2020,3.0,0.0,0.0
Oman,02-27-2020,4.0,0.0,0.0
Sweden,02-27-2020,7.0,0.0,0.0
Iraq,02-27-2020,7.0,0.0,0.0
Switzerland,02-27-2020,8.0,0.0,0.0
Kuwait,02-27-2020,43.0,0.0,0.0
Macau,02-27-2020,10.0,0.0,0.0
Canada,02-27-2020,13.0,0.0,0.0
UK,02-27-2020,15.0,0.0,0.0
Spain,02-27-2020,15.0,0.0,0.0
Vietnam,02-27-2020,16.0,0.0,0.0
Pakistan,02-27-2020,2.0,0.0,0.0
Malaysia,02-27-2020,23.0,0.0,0.0
Taiwan,02-27-2020,32.0,1.0,3.125
Bahrain,02-27-2020,33.0,0.0,0.0
France,02-27-2020,38.0,2.0,5.263157894736842
United Arab Emirates,02-27-2020,13.0,0.0,0.0
Italy,02-27-2020,655.0,17.0,2.595419847328244
Russia,02-27-2020,2.0,0.0,0.0
Japan,02-27-2020,214.0,4.0,1.8691588785046727
China,02-27-2020,78498.0,2744.0,3.495630461922597
South Korea,02-27-2020,1766.0,13.0,0.7361268403171007
Others,02-27-2020,705.0,4.0,0.5673758865248227
Iran,02-27-2020,245.0,26.0,10.612244897959183
Belarus,02-28-2020,1.0,0.0,0.0
Algeria,02-28-2020,1.0,0.0,0.0
Estonia,02-28-2020,1.0,0.0,0.0
North Macedonia,02-28-2020,1.0,0.0,0.0
 Azerbaijan,02-28-2020,1.0,0.0,0.0
Pakistan,02-28-2020,2.0,0.0,0.0
Belgium,02-28-2020,1.0,0.0,0.0
Russia,02-28-2020,2.0,0.0,0.0
Lebanon,02-28-2020,2.0,0.0,0.0
Finland,02-28-2020,2.0,0.0,0.0
Austria,02-28-2020,3.0,0.0,0.0
San Marino,02-28-2020,1.0,0.0,0.0
Brazil,02-28-2020,1.0,0.0,0.0
Denmark,02-28-2020,1.0,0.0,0.0
Philippines,02-28-2020,3.0,1.0,33.33333333333333
Egypt,02-28-2020,1.0,0.0,0.0
Georgia,02-28-2020,1.0,0.0,0.0
North Ireland,02-28-2020,1.0,0.0,0.0
Lithuania,02-28-2020,1.0,0.0,0.0
Nigeria,02-28-2020,1.0,0.0,0.0
New Zealand,02-28-2020,1.0,0.0,0.0
Netherlands,02-28-2020,1.0,0.0,0.0
Nepal,02-28-2020,1.0,0.0,0.0
Mexico,02-28-2020,1.0,0.0,0.0
Afghanistan,02-28-2020,1.0,0.0,0.0
Iceland,02-28-2020,1.0,0.0,0.0
Cambodia,02-28-2020,1.0,0.0,0.0
Romania,02-28-2020,3.0,0.0,0.0
Sri Lanka,02-28-2020,1.0,0.0,0.0
Oman,02-28-2020,4.0,0.0,0.0
China,02-28-2020,78824.0,2788.0,3.536993808992185
South Korea,02-28-2020,2337.0,13.0,0.5562687205819427
Italy,02-28-2020,888.0,21.0,2.364864864864865
Others,02-28-2020,705.0,6.0,0.851063829787234
India,02-28-2020,3.0,0.0,0.0
Japan,02-28-2020,228.0,4.0,1.7543859649122806
Hong Kong,02-28-2020,94.0,2.0,2.127659574468085
Singapore,02-28-2020,93.0,0.0,0.0
US,02-28-2020,62.0,0.0,0.0
France,02-28-2020,57.0,2.0,3.508771929824561
Germany,02-28-2020,48.0,0.0,0.0
Kuwait,02-28-2020,45.0,0.0,0.0
Thailand,02-28-2020,41.0,0.0,0.0
Bahrain,02-28-2020,36.0,0.0,0.0
Taiwan,02-28-2020,34.0,1.0,2.941176470588235
Iran,02-28-2020,388.0,34.0,8.762886597938143
Australia,02-28-2020,23.0,0.0,0.0
Macau,02-28-2020,10.0,0.0,0.0
Switzerland,02-28-2020,8.0,0.0,0.0
Sweden,02-28-2020,7.0,0.0,0.0
Iraq,02-28-2020,7.0,0.0,0.0
Norway,02-28-2020,6.0,0.0,0.0
United Arab Emirates,02-28-2020,19.0,0.0,0.0
Canada,02-28-2020,14.0,0.0,0.0
Spain,02-28-2020,32.0,0.0,0.0
Vietnam,02-28-2020,16.0,0.0,0.0
Croatia,02-28-2020,5.0,0.0,0.0
Israel,02-28-2020,4.0,0.0,0.0
Greece,02-28-2020,4.0,0.0,0.0
UK,02-28-2020,20.0,0.0,0.0
Malaysia,02-28-2020,23.0,0.0,0.0
India,02-29-2020,3.0,0.0,0.0
Philippines,02-29-2020,3.0,1.0,33.33333333333333
Denmark,02-29-2020,3.0,0.0,0.0
Finland,02-29-2020,3.0,0.0,0.0
Brazil,02-29-2020,2.0,0.0,0.0
Sri Lanka,02-29-2020,1.0,0.0,0.0
San Marino,02-29-2020,1.0,0.0,0.0
Qatar,02-29-2020,1.0,0.0,0.0
Romania,02-29-2020,3.0,0.0,0.0
Russia,02-29-2020,2.0,0.0,0.0
Nigeria,02-29-2020,1.0,0.0,0.0
North Macedonia,02-29-2020,1.0,0.0,0.0
Luxembourg,02-29-2020,1.0,0.0,0.0
Belarus,02-29-2020,1.0,0.0,0.0
Belgium,02-29-2020,1.0,0.0,0.0
Cambodia,02-29-2020,1.0,0.0,0.0
Egypt,02-29-2020,1.0,0.0,0.0
Estonia,02-29-2020,1.0,0.0,0.0
Georgia,02-29-2020,1.0,0.0,0.0
Iceland,02-29-2020,1.0,0.0,0.0
Ireland,02-29-2020,1.0,0.0,0.0
Lithuania,02-29-2020,1.0,0.0,0.0
Algeria,02-29-2020,1.0,0.0,0.0
Monaco,02-29-2020,1.0,0.0,0.0
Nepal,02-29-2020,1.0,0.0,0.0
New Zealand,02-29-2020,1.0,0.0,0.0
Pakistan,02-29-2020,4.0,0.0,0.0
Afghanistan,02-29-2020,1.0,0.0,0.0
Lebanon,02-29-2020,4.0,0.0,0.0
Israel,02-29-2020,7.0,0.0,0.0
Mexico,02-29-2020,4.0,0.0,0.0
Canada,02-29-2020,20.0,0.0,0.0
United Arab Emirates,02-29-2020,21.0,0.0,0.0
UK,02-29-2020,23.0,0.0,0.0
Australia,02-29-2020,25.0,0.0,0.0
Malaysia,02-29-2020,25.0,0.0,0.0
Taiwan,02-29-2020,39.0,1.0,2.564102564102564
Bahrain,02-29-2020,41.0,0.0,0.0
Thailand,02-29-2020,42.0,0.0,0.0
Spain,02-29-2020,45.0,0.0,0.0
Kuwait,02-29-2020,45.0,0.0,0.0
Germany,02-29-2020,79.0,0.0,0.0
Hong Kong,02-29-2020,95.0,2.0,2.1052631578947367
France,02-29-2020,100.0,2.0,2.0
Singapore,02-29-2020,102.0,0.0,0.0
Greece,02-29-2020,4.0,0.0,0.0
Japan,02-29-2020,241.0,5.0,2.0746887966804977
Others,02-29-2020,705.0,6.0,0.851063829787234
Italy,02-29-2020,1128.0,29.0,2.5709219858156027
South Korea,02-29-2020,3150.0,16.0,0.5079365079365079
China,02-29-2020,79251.0,2835.0,3.577241927546656
Switzerland,02-29-2020,18.0,0.0,0.0
Vietnam,02-29-2020,16.0,0.0,0.0
Norway,02-29-2020,15.0,0.0,0.0
Iraq,02-29-2020,13.0,0.0,0.0
